Word,TF-IDF
14,0.0038298999308095075
1500,0.0038298999308095075
1947,0.0038298999308095075
1a,0.0038298999308095075
1b,0.0038298999308095075
1c,0.007659799861619015
1d,0.0038298999308095075
1e,0.007659799861619015
1e1,0.01914949965404754
1e2,0.0038298999308095075
1e3,0.0038298999308095075
1e4,0.0038298999308095075
1e5,0.0038298999308095075
1e6,0.0038298999308095075
1e7,0.011489699792428523
1e8,0.01531959972323803
1e9,0.011489699792428523
1f,0.0038298999308095075
1f1,0.0038298999308095075
1f2,0.0038298999308095075
1f3,0.01914949965404754
1f4,0.0038298999308095075
1f5,0.0038298999308095075
1f6,0.0038298999308095075
20,0.0038298999308095075
2001,0.0038298999308095075
2021,0.0038298999308095075
30,0.0038298999308095075
50,0.0038298999308095075
5000,0.0038298999308095075
501c3,0.0038298999308095075
5961887,0.0038298999308095075
60,0.0038298999308095075
64293,0.0038298999308095075
646221541,0.0038298999308095075
801,0.0038298999308095075
809,0.0038298999308095075
84116,0.0038298999308095075
90,0.007659799861619015
abide,0.0038298999308095075
able,0.007659799861619015
abruptly,0.007659799861619015
absolute,0.0038298999308095075
absolutely,0.0038298999308095075
absorbed,0.0038298999308095075
abyss,0.007659799861619015
acceleration,0.0038298999308095075
accept,0.0038298999308095075
accepted,0.007659799861619015
accepting,0.0038298999308095075
access,0.03829899930809508
accessed,0.0038298999308095075
accessible,0.0038298999308095075
accomplish,0.0038298999308095075
accordance,0.007659799861619015
according,0.007659799861619015
across,0.01531959972323803
act,0.011489699792428523
action,0.0038298999308095075
active,0.007659799861619015
actual,0.0038298999308095075
actually,0.0038298999308095075
ad,0.0038298999308095075
adam,0.011489699792428523
addition,0.0038298999308095075
additional,0.011489699792428523
additions,0.0038298999308095075
address,0.0038298999308095075
addresses,0.0038298999308095075
administered,0.0038298999308095075
adorable,0.0038298999308095075
advanced,0.0038298999308095075
afford,0.0038298999308095075
afraid,0.03446909937728557
after,0.0038298999308095075
again,0.01914949965404754
agency,0.011489699792428523
agent,0.007659799861619015
agility,0.0038298999308095075
agonizing,0.0038298999308095075
agree,0.03829899930809508
agreed,0.007659799861619015
agreement,0.06893819875457113
air,0.011489699792428523
alien,0.011489699792428523
all,0.03829899930809508
allotted,0.0038298999308095075
allow,0.0038298999308095075
allowed,0.0038298999308095075
almost,0.03063919944647606
alone,0.007659799861619015
along,0.011489699792428523
already,0.007659799861619015
also,0.01914949965404754
alter,0.0038298999308095075
alteration,0.0038298999308095075
altered,0.0038298999308095075
alternate,0.0038298999308095075
alternative,0.0038298999308095075
always,0.011489699792428523
am,0.0038298999308095075
amnesiac,0.007659799861619015
amnesiacnot,0.0038298999308095075
among,0.007659799861619015
anachronism,0.0038298999308095075
analyze,0.0038298999308095075
anarchistic,0.0038298999308095075
and,0.04595879916971409
animal,0.0038298999308095075
another,0.01531959972323803
answered,0.01531959972323803
any,0.007659799861619015
anyone,0.022979399584857046
anything,0.026809299515666553
anyway,0.022979399584857046
anywhere,0.007659799861619015
apart,0.0038298999308095075
apartment,0.011489699792428523
ape,0.0038298999308095075
apes,0.0038298999308095075
appear,0.0038298999308095075
appearance,0.0038298999308095075
appearing,0.0038298999308095075
appears,0.0038298999308095075
applicable,0.011489699792428523
apply,0.007659799861619015
appreciated,0.0038298999308095075
approach,0.0038298999308095075
archive,0.0497886991005236
are,0.01531959972323803
area,0.0038298999308095075
areas,0.0038298999308095075
aren,0.007659799861619015
arise,0.0038298999308095075
arm,0.0038298999308095075
arms,0.007659799861619015
aroma,0.0038298999308095075
around,0.011489699792428523
array,0.0038298999308095075
arteries,0.0038298999308095075
as,0.0038298999308095075
ascii,0.007659799861619015
ashamed,0.0038298999308095075
aside,0.0038298999308095075
asis,0.0038298999308095075
asked,0.026809299515666553
assignment,0.022979399584857046
assignments,0.0038298999308095075
assistance,0.0038298999308095075
associated,0.026809299515666553
associative,0.0038298999308095075
atomic,0.057448498962142616
atoms,0.0038298999308095075
attached,0.0038298999308095075
attack,0.0038298999308095075
attacker,0.0038298999308095075
attacking,0.007659799861619015
attractive,0.0038298999308095075
attributes,0.0038298999308095075
author,0.0038298999308095075
automatons,0.0038298999308095075
autowalk,0.0038298999308095075
available,0.011489699792428523
aware,0.011489699792428523
awareness,0.0038298999308095075
away,0.04595879916971409
awed,0.0038298999308095075
awful,0.007659799861619015
awfully,0.0038298999308095075
back,0.07659799861619015
backed,0.0038298999308095075
backing,0.0038298999308095075
backs,0.0038298999308095075
balance,0.007659799861619015
bald,0.007659799861619015
banks,0.0038298999308095075
based,0.007659799861619015
basement,0.0038298999308095075
bases,0.007659799861619015
bathed,0.0038298999308095075
be,0.007659799861619015
beamed,0.0038298999308095075
beast,0.007659799861619015
beasts,0.0038298999308095075
beautiful,0.011489699792428523
beauty,0.0038298999308095075
became,0.0038298999308095075
because,0.0038298999308095075
become,0.007659799861619015
been,0.007659799861619015
befor,0.0038298999308095075
before,0.01531959972323803
began,0.007659799861619015
beginning,0.011489699792428523
behavior,0.0038298999308095075
behind,0.01531959972323803
believe,0.011489699792428523
believes,0.0038298999308095075
belong,0.0038298999308095075
beloved,0.0038298999308095075
below,0.011489699792428523
beneath,0.007659799861619015
berti,0.1991547964020944
beside,0.007659799861619015
best,0.0038298999308095075
better,0.007659799861619015
big,0.011489699792428523
billion,0.0038298999308095075
billy,0.0038298999308095075
binary,0.0038298999308095075
birth,0.011489699792428523
bite,0.011489699792428523
black,0.011489699792428523
blackness,0.007659799861619015
blew,0.0038298999308095075
blindly,0.007659799861619015
blinked,0.0038298999308095075
block,0.0038298999308095075
blocked,0.0038298999308095075
blocks,0.0038298999308095075
blocksquare,0.0038298999308095075
blood,0.007659799861619015
blotted,0.0038298999308095075
blow,0.007659799861619015
blows,0.0038298999308095075
blue,0.007659799861619015
blur,0.0038298999308095075
blushed,0.0038298999308095075
body,0.01914949965404754
bogey,0.0038298999308095075
bondage,0.0038298999308095075
bony,0.0038298999308095075
born,0.0038298999308095075
bother,0.0038298999308095075
boulevards,0.007659799861619015
bounced,0.0038298999308095075
bound,0.011489699792428523
bowl,0.007659799861619015
boy,0.0038298999308095075
bra,0.0038298999308095075
brain,0.21447439612533242
brains,0.0038298999308095075
branch,0.0038298999308095075
bravery,0.0038298999308095075
bravo,0.0038298999308095075
breach,0.007659799861619015
breath,0.0038298999308095075
breathed,0.0038298999308095075
breathing,0.0038298999308095075
briefings,0.0038298999308095075
briefly,0.0038298999308095075
brightly,0.0038298999308095075
brilliance,0.0038298999308095075
broke,0.007659799861619015
broken,0.0038298999308095075
bronzed,0.0038298999308095075
brought,0.0038298999308095075
brushchoked,0.0038298999308095075
bryce,0.007659799861619015
bubble,0.0038298999308095075
buildings,0.007659799861619015
built,0.0038298999308095075
buried,0.0038298999308095075
bursting,0.0038298999308095075
business,0.007659799861619015
but,0.03829899930809508
calciumconvulsions,0.0038298999308095075
calculate,0.0038298999308095075
calculated,0.0038298999308095075
calculations,0.0038298999308095075
call,0.0038298999308095075
called,0.0038298999308095075
came,0.01914949965404754
can,0.01531959972323803
cancel,0.0038298999308095075
cannot,0.01531959972323803
cap,0.0038298999308095075
car,0.0038298999308095075
card,0.0038298999308095075
care,0.011489699792428523
carelessly,0.0038298999308095075
cares,0.0038298999308095075
carry,0.011489699792428523
case,0.0038298999308095075
cases,0.0038298999308095075
casualness,0.0038298999308095075
catatonic,0.0038298999308095075
cause,0.011489699792428523
cease,0.0038298999308095075
cell,0.0038298999308095075
cells,0.007659799861619015
cellular,0.0038298999308095075
center,0.011489699792428523
cerebral,0.0038298999308095075
cerebrum,0.0038298999308095075
certain,0.007659799861619015
certainly,0.0038298999308095075
chance,0.0038298999308095075
change,0.011489699792428523
changes,0.007659799861619015
changing,0.0038298999308095075
chaos,0.0038298999308095075
characteristic,0.011489699792428523
characteristics,0.0038298999308095075
charge,0.022979399584857046
charged,0.0038298999308095075
charges,0.0038298999308095075
charitable,0.0038298999308095075
charities,0.0038298999308095075
charts,0.0038298999308095075
check,0.01914949965404754
checks,0.0038298999308095075
chemical,0.0038298999308095075
chemistry,0.0038298999308095075
choked,0.0038298999308095075
choose,0.0038298999308095075
circuit,0.007659799861619015
city,0.0038298999308095075
civilization,0.007659799861619015
civilizationi,0.0038298999308095075
claim,0.0038298999308095075
clarified,0.0038298999308095075
clarify,0.0038298999308095075
clear,0.007659799861619015
clearly,0.0038298999308095075
clenching,0.0038298999308095075
close,0.01914949965404754
closed,0.0038298999308095075
closely,0.0038298999308095075
cloud,0.007659799861619015
codes,0.0038298999308095075
cold,0.03063919944647606
coldly,0.0038298999308095075
coldness,0.0038298999308095075
collapse,0.0038298999308095075
collection,0.01531959972323803
colonize,0.007659799861619015
colossal,0.0038298999308095075
column,0.0038298999308095075
coma,0.0038298999308095075
come,0.026809299515666553
comfort,0.0038298999308095075
commercial,0.0038298999308095075
commission,0.0038298999308095075
committed,0.0038298999308095075
common,0.0038298999308095075
compilation,0.0038298999308095075
complete,0.0038298999308095075
completely,0.01531959972323803
complexity,0.0038298999308095075
compliance,0.01914949965404754
comply,0.022979399584857046
complying,0.011489699792428523
compressed,0.0038298999308095075
computer,0.007659799861619015
computers,0.007659799861619015
concentrate,0.0038298999308095075
concept,0.007659799861619015
conception,0.007659799861619015
concerned,0.007659799861619015
concerning,0.007659799861619015
concluded,0.0038298999308095075
concrete,0.007659799861619015
conditioned,0.01914949965404754
conditioners,0.007659799861619015
conditioning,0.011489699792428523
confirmation,0.0038298999308095075
confirmed,0.0038298999308095075
conflict,0.0038298999308095075
confusion,0.0038298999308095075
conscious,0.0038298999308095075
consciousness,0.011489699792428523
consequential,0.0038298999308095075
considerable,0.007659799861619015
constant,0.0038298999308095075
construct,0.0038298999308095075
consumption,0.0038298999308095075
contact,0.01914949965404754
contain,0.007659799861619015
containing,0.0038298999308095075
contortions,0.0038298999308095075
contract,0.0038298999308095075
contributions,0.007659799861619015
control,0.007659799861619015
convert,0.0038298999308095075
cool,0.0038298999308095075
cope,0.0038298999308095075
copied,0.007659799861619015
copies,0.026809299515666553
copy,0.04595879916971409
copying,0.01531959972323803
copyright,0.07659799861619015
corner,0.0038298999308095075
corporation,0.0038298999308095075
corridor,0.007659799861619015
corrupt,0.0038298999308095075
cosmic,0.0038298999308095075
cosmos,0.0038298999308095075
cost,0.011489699792428523
costs,0.007659799861619015
couch,0.0038298999308095075
could,0.04595879916971409
couldn,0.03829899930809508
countless,0.0038298999308095075
countries,0.0038298999308095075
country,0.01531959972323803
course,0.011489699792428523
coursethat,0.0038298999308095075
covered,0.0038298999308095075
cracked,0.0038298999308095075
create,0.007659799861619015
created,0.011489699792428523
creating,0.01531959972323803
creation,0.01531959972323803
creations,0.0038298999308095075
creature,0.0038298999308095075
credible,0.0038298999308095075
credit,0.0038298999308095075
credits,0.0038298999308095075
credulity,0.0038298999308095075
crept,0.0038298999308095075
critical,0.007659799861619015
crossing,0.0038298999308095075
crowd,0.0038298999308095075
cube,0.0038298999308095075
cubicle,0.011489699792428523
culture,0.007659799861619015
curious,0.007659799861619015
current,0.0038298999308095075
curvature,0.0038298999308095075
curve,0.0038298999308095075
curved,0.0038298999308095075
cutting,0.0038298999308095075
cycle,0.0038298999308095075
cylinder,0.0038298999308095075
cynical,0.0038298999308095075
damage,0.007659799861619015
damaged,0.0038298999308095075
damages,0.01531959972323803
damp,0.007659799861619015
dancing,0.0038298999308095075
dangerous,0.011489699792428523
dangers,0.0038298999308095075
darkened,0.0038298999308095075
darkly,0.0038298999308095075
dart,0.0038298999308095075
data,0.0038298999308095075
date,0.011489699792428523
dawn,0.01914949965404754
dawning,0.0038298999308095075
day,0.0038298999308095075
days,0.01531959972323803
de,0.0038298999308095075
dead,0.007659799861619015
deal,0.007659799861619015
dear,0.007659799861619015
death,0.01531959972323803
decided,0.0038298999308095075
decision,0.0038298999308095075
decrease,0.0038298999308095075
deductible,0.0038298999308095075
deep,0.011489699792428523
defeat,0.0038298999308095075
defeated,0.0038298999308095075
defeating,0.0038298999308095075
defect,0.011489699792428523
defective,0.011489699792428523
defects,0.0038298999308095075
defy,0.0038298999308095075
degree,0.007659799861619015
deletions,0.0038298999308095075
delicate,0.007659799861619015
demand,0.0038298999308095075
depends,0.007659799861619015
depths,0.0038298999308095075
derivative,0.011489699792428523
derive,0.0038298999308095075
derived,0.0038298999308095075
described,0.0038298999308095075
designed,0.0038298999308095075
desire,0.0038298999308095075
desireda,0.0038298999308095075
desires,0.0038298999308095075
despair,0.0038298999308095075
despairing,0.0038298999308095075
despite,0.0038298999308095075
destroy,0.06510829882376162
destroyed,0.011489699792428523
destroying,0.0038298999308095075
destroys,0.0038298999308095075
destruction,0.007659799861619015
detach,0.0038298999308095075
details,0.0038298999308095075
determine,0.0038298999308095075
determined,0.0038298999308095075
developed,0.01914949965404754
development,0.0038298999308095075
dictates,0.0038298999308095075
dictator,0.01914949965404754
dictatorial,0.0038298999308095075
dictatorship,0.0038298999308095075
didn,0.03829899930809508
die,0.01914949965404754
died,0.007659799861619015
difference,0.0038298999308095075
different,0.007659799861619015
difficult,0.0038298999308095075
difficulties,0.007659799861619015
dim,0.0038298999308095075
direct,0.0038298999308095075
directions,0.0038298999308095075
directly,0.011489699792428523
disclaim,0.0038298999308095075
disclaimer,0.011489699792428523
disclaimers,0.0038298999308095075
discontinue,0.0038298999308095075
discover,0.0038298999308095075
discovered,0.0038298999308095075
disk,0.0038298999308095075
dislodged,0.0038298999308095075
display,0.007659799861619015
displayed,0.0038298999308095075
displaying,0.01531959972323803
dissectors,0.007659799861619015
distance,0.007659799861619015
distribute,0.022979399584857046
distributed,0.01914949965404754
distributing,0.026809299515666553
distribution,0.022979399584857046
distributor,0.0038298999308095075
disturbance,0.0038298999308095075
dizzy,0.0038298999308095075
do,0.01914949965404754
does,0.0038298999308095075
doesn,0.01914949965404754
domain,0.007659799861619015
dome,0.0038298999308095075
don,0.04595879916971409
donate,0.011489699792428523
donation,0.0038298999308095075
donations,0.057448498962142616
done,0.007659799861619015
donors,0.0038298999308095075
dooming,0.0038298999308095075
door,0.0038298999308095075
dour,0.0038298999308095075
down,0.01531959972323803
downloading,0.0038298999308095075
drew,0.0038298999308095075
drooped,0.0038298999308095075
dropped,0.007659799861619015
dryly,0.0038298999308095075
dulleyed,0.0038298999308095075
dwarfed,0.0038298999308095075
dwindling,0.0038298999308095075
dying,0.011489699792428523
eagerly,0.0038298999308095075
ear,0.0038298999308095075
earth,0.03063919944647606
easily,0.007659799861619015
easy,0.0038298999308095075
ebook,0.0497886991005236
ebooks,0.026809299515666553
edge,0.011489699792428523
edged,0.0038298999308095075
edition,0.0038298999308095075
editions,0.01531959972323803
education,0.0038298999308095075
educational,0.0038298999308095075
effect,0.0038298999308095075
effective,0.0038298999308095075
effeminate,0.0038298999308095075
effort,0.007659799861619015
efforts,0.011489699792428523
eh,0.0038298999308095075
eight,0.0038298999308095075
eightfingered,0.0038298999308095075
ein,0.0038298999308095075
either,0.01531959972323803
elect,0.0038298999308095075
electronic,0.12255679778590424
electronically,0.007659799861619015
electrons,0.01531959972323803
em,0.0038298999308095075
email,0.011489699792428523
emerged,0.007659799861619015
emotional,0.011489699792428523
employee,0.0038298999308095075
employees,0.0038298999308095075
emptiness,0.0038298999308095075
end,0.03063919944647606
endless,0.0038298999308095075
endowed,0.0038298999308095075
enemy,0.0038298999308095075
energy,0.011489699792428523
english,0.0038298999308095075
enigma,0.007659799861619015
enough,0.01531959972323803
ensuring,0.0038298999308095075
entire,0.0038298999308095075
entity,0.011489699792428523
environment,0.0038298999308095075
environmental,0.0038298999308095075
equals,0.0038298999308095075
equipment,0.011489699792428523
era,0.0038298999308095075
error,0.0038298999308095075
errors,0.0038298999308095075
escape,0.0038298999308095075
escaped,0.007659799861619015
especially,0.0038298999308095075
establish,0.0038298999308095075
established,0.0038298999308095075
etext,0.0038298999308095075
even,0.057448498962142616
eventuality,0.0038298999308095075
eventually,0.0038298999308095075
ever,0.007659799861619015
everyone,0.0038298999308095075
everything,0.0038298999308095075
evidence,0.0038298999308095075
evolution,0.0038298999308095075
exactly,0.0038298999308095075
exaggeration,0.0038298999308095075
except,0.01531959972323803
excitedly,0.0038298999308095075
exciting,0.0038298999308095075
exclusion,0.0038298999308095075
excursion,0.0038298999308095075
exempt,0.007659799861619015
exhausted,0.0038298999308095075
exist,0.0038298999308095075
existence,0.007659799861619015
exists,0.0038298999308095075
exit,0.0038298999308095075
expanse,0.011489699792428523
expect,0.0038298999308095075
expend,0.0038298999308095075
expense,0.0038298999308095075
expenses,0.007659799861619015
experiment,0.011489699792428523
explain,0.0038298999308095075
explanation,0.007659799861619015
exporting,0.0038298999308095075
exposed,0.0038298999308095075
express,0.0038298999308095075
expression,0.0038298999308095075
extensive,0.0038298999308095075
extent,0.0038298999308095075
extinction,0.0038298999308095075
extremities,0.0038298999308095075
eyes,0.06127839889295212
face,0.011489699792428523
faced,0.0038298999308095075
facets,0.0038298999308095075
facility,0.0038298999308095075
fade,0.0038298999308095075
fail,0.0038298999308095075
faint,0.0038298999308095075
faith,0.0038298999308095075
fall,0.0038298999308095075
false,0.007659799861619015
familiar,0.0038298999308095075
fantastic,0.0038298999308095075
far,0.01914949965404754
fast,0.007659799861619015
fatalsimply,0.0038298999308095075
fate,0.0038298999308095075
fear,0.007659799861619015
federal,0.007659799861619015
fee,0.03063919944647606
feed,0.0038298999308095075
feel,0.011489699792428523
feeling,0.011489699792428523
fees,0.01531959972323803
feet,0.011489699792428523
felt,0.03063919944647606
field,0.01531959972323803
fiercely,0.0038298999308095075
fifty,0.0038298999308095075
fight,0.0038298999308095075
fighting,0.0038298999308095075
figure,0.007659799861619015
figured,0.0038298999308095075
filaments,0.0038298999308095075
file,0.0038298999308095075
files,0.0038298999308095075
fill,0.0038298999308095075
filled,0.0038298999308095075
filtered,0.0038298999308095075
final,0.011489699792428523
finally,0.007659799861619015
financial,0.0038298999308095075
find,0.011489699792428523
fingers,0.007659799861619015
finish,0.007659799861619015
finished,0.007659799861619015
first,0.03829899930809508
fitness,0.0038298999308095075
fitted,0.0038298999308095075
five,0.0038298999308095075
fiveacre,0.0038298999308095075
fix,0.0038298999308095075
fixed,0.022979399584857046
flash,0.007659799861619015
flat,0.007659799861619015
flatten,0.0038298999308095075
flea,0.0038298999308095075
fleas,0.022979399584857046
flight,0.007659799861619015
floor,0.0038298999308095075
flueros,0.0038298999308095075
fluorobulb,0.0038298999308095075
fluttered,0.0038298999308095075
folded,0.0038298999308095075
follow,0.007659799861619015
followed,0.007659799861619015
following,0.01531959972323803
fond,0.0038298999308095075
foolproof,0.0038298999308095075
footsteps,0.0038298999308095075
for,0.0038298999308095075
forbidden,0.0038298999308095075
forehead,0.007659799861619015
forget,0.0038298999308095075
form,0.026809299515666553
format,0.01531959972323803
formats,0.0038298999308095075
formless,0.0038298999308095075
forth,0.03829899930809508
forty,0.0038298999308095075
forward,0.0038298999308095075
fossil,0.0038298999308095075
found,0.007659799861619015
foundation,0.0957474982702377
fourlegged,0.0038298999308095075
frail,0.0038298999308095075
fran,0.053618599031333106
frances,0.18000529674804686
free,0.03063919944647606
freeassociative,0.007659799861619015
freely,0.022979399584857046
frightened,0.007659799861619015
from,0.0038298999308095075
frowned,0.0038298999308095075
full,0.053618599031333106
fullbodied,0.0038298999308095075
function,0.0038298999308095075
functioned,0.0038298999308095075
functions,0.0038298999308095075
future,0.011489699792428523
gaunt,0.0038298999308095075
gave,0.007659799861619015
general,0.011489699792428523
generations,0.007659799861619015
genuine,0.007659799861619015
get,0.03829899930809508
gigantic,0.011489699792428523
giggled,0.007659799861619015
giggling,0.0038298999308095075
gigglings,0.0038298999308095075
give,0.01914949965404754
given,0.007659799861619015
glad,0.0038298999308095075
gladness,0.0038298999308095075
gleamed,0.0038298999308095075
gleaming,0.007659799861619015
glistening,0.0038298999308095075
glow,0.007659799861619015
glowing,0.007659799861619015
go,0.026809299515666553
goals,0.0038298999308095075
goes,0.0038298999308095075
going,0.01531959972323803
gone,0.01914949965404754
good,0.01914949965404754
got,0.04595879916971409
gotten,0.011489699792428523
govern,0.0038298999308095075
government,0.007659799861619015
governmental,0.0038298999308095075
grabbed,0.0038298999308095075
graceful,0.0038298999308095075
gracious,0.0038298999308095075
granted,0.0038298999308095075
grasping,0.007659799861619015
grateful,0.01531959972323803
gratefully,0.0038298999308095075
grave,0.0038298999308095075
great,0.01914949965404754
greater,0.011489699792428523
greatest,0.0038298999308095075
green,0.011489699792428523
greg,0.0038298999308095075
grey,0.007659799861619015
grids,0.007659799861619015
grimly,0.0038298999308095075
grinned,0.0038298999308095075
gripped,0.0038298999308095075
gross,0.0038298999308095075
grotesque,0.01531959972323803
ground,0.007659799861619015
group,0.0038298999308095075
grow,0.0038298999308095075
growled,0.0038298999308095075
guess,0.0038298999308095075
guilty,0.0038298999308095075
gutenberg,0.33703119391123665
hair,0.0038298999308095075
hall,0.007659799861619015
hand,0.03063919944647606
hands,0.01531959972323803
happened,0.0038298999308095075
hard,0.011489699792428523
hardison,0.0038298999308095075
hardly,0.0038298999308095075
harmless,0.0038298999308095075
harshly,0.0038298999308095075
hart,0.0038298999308095075
hat,0.0038298999308095075
hate,0.0038298999308095075
hating,0.0038298999308095075
have,0.007659799861619015
haven,0.0038298999308095075
hawk,0.0038298999308095075
haze,0.0038298999308095075
hazes,0.0038298999308095075
hazy,0.007659799861619015
he,0.0497886991005236
head,0.03446909937728557
healthy,0.0038298999308095075
hear,0.0038298999308095075
heard,0.03829899930809508
heart,0.011489699792428523
heavily,0.0038298999308095075
heavy,0.007659799861619015
hedgehopped,0.0038298999308095075
height,0.0038298999308095075
held,0.0038298999308095075
help,0.01531959972323803
helpless,0.0038298999308095075
her,0.03063919944647606
here,0.022979399584857046
hesitated,0.011489699792428523
hidden,0.007659799861619015
high,0.01531959972323803
highly,0.011489699792428523
highway,0.0038298999308095075
him,0.057448498962142616
himself,0.01531959972323803
his,0.007659799861619015
hissed,0.0038298999308095075
history,0.0038298999308095075
hit,0.0038298999308095075
hold,0.0038298999308095075
holder,0.01531959972323803
hollow,0.0038298999308095075
homosuperior,0.0038298999308095075
hope,0.011489699792428523
hopeless,0.007659799861619015
horrible,0.0038298999308095075
hot,0.0038298999308095075
hours,0.007659799861619015
how,0.011489699792428523
however,0.0038298999308095075
httpwwwpgdpnet,0.0038298999308095075
huge,0.0038298999308095075
human,0.11106709799347572
humanity,0.053618599031333106
humans,0.011489699792428523
hundred,0.0038298999308095075
hundreds,0.0038298999308095075
hurled,0.0038298999308095075
hurried,0.0038298999308095075
hurry,0.007659799861619015
hypertext,0.0038298999308095075
idea,0.0038298999308095075
identification,0.0038298999308095075
identify,0.0038298999308095075
if,0.022979399584857046
illustration,0.0038298999308095075
illustrator,0.0038298999308095075
image,0.0038298999308095075
imaginative,0.0038298999308095075
immediate,0.007659799861619015
immediately,0.0038298999308095075
impatient,0.0038298999308095075
impenetrable,0.0038298999308095075
implied,0.007659799861619015
important,0.03446909937728557
imposed,0.0038298999308095075
impossible,0.0038298999308095075
impressions,0.0038298999308095075
imprison,0.0038298999308095075
inaccurate,0.0038298999308095075
incidental,0.0038298999308095075
include,0.0038298999308095075
included,0.011489699792428523
includes,0.0038298999308095075
including,0.03829899930809508
incomplete,0.0038298999308095075
increasing,0.0038298999308095075
indemnify,0.0038298999308095075
indemnity,0.0038298999308095075
indicate,0.0038298999308095075
indicating,0.0038298999308095075
indirect,0.0038298999308095075
indirectly,0.0038298999308095075
individual,0.01531959972323803
individuals,0.0038298999308095075
inevitable,0.0038298999308095075
infancy,0.0038298999308095075
infinitum,0.0038298999308095075
information,0.03829899930809508
infringement,0.0038298999308095075
inhuman,0.007659799861619015
inquisitive,0.0038298999308095075
insane,0.0038298999308095075
instant,0.0038298999308095075
instead,0.0038298999308095075
instinctual,0.0038298999308095075
instinctualism,0.0038298999308095075
integrated,0.0038298999308095075
intellectual,0.007659799861619015
intelligence,0.01914949965404754
intended,0.0038298999308095075
interested,0.0038298999308095075
interesting,0.01914949965404754
internal,0.0038298999308095075
international,0.0038298999308095075
interpreted,0.0038298999308095075
interrupted,0.007659799861619015
intoxicating,0.007659799861619015
intricate,0.0038298999308095075
invalidity,0.0038298999308095075
involved,0.0038298999308095075
inward,0.0038298999308095075
irritably,0.0038298999308095075
irritation,0.0038298999308095075
irs,0.0038298999308095075
is,0.022979399584857046
isn,0.03446909937728557
isolated,0.007659799861619015
isto,0.0038298999308095075
it,0.18383519667885637
itand,0.0038298999308095075
january,0.0038298999308095075
jealous,0.0038298999308095075
jerked,0.0038298999308095075
job,0.011489699792428523
jump,0.0038298999308095075
junglehis,0.0038298999308095075
just,0.0038298999308095075
justified,0.0038298999308095075
keep,0.01914949965404754
keeping,0.007659799861619015
kept,0.011489699792428523
kicked,0.0038298999308095075
kill,0.0038298999308095075
kind,0.026809299515666553
kiss,0.0038298999308095075
knees,0.0038298999308095075
knew,0.026809299515666553
knock,0.0038298999308095075
know,0.07659799861619015
knowing,0.0038298999308095075
known,0.007659799861619015
knows,0.0038298999308095075
label,0.007659799861619015
laboratories,0.007659799861619015
labyrinth,0.0038298999308095075
lacking,0.0038298999308095075
laconically,0.0038298999308095075
lake,0.0038298999308095075
language,0.0038298999308095075
lapsed,0.0038298999308095075
last,0.01914949965404754
late,0.007659799861619015
later,0.011489699792428523
laughed,0.007659799861619015
launched,0.0038298999308095075
law,0.026809299515666553
laws,0.0497886991005236
lazy,0.0038298999308095075
leaned,0.007659799861619015
leaning,0.0038298999308095075
learn,0.011489699792428523
learned,0.007659799861619015
least,0.0038298999308095075
leave,0.007659799861619015
left,0.007659799861619015
legal,0.007659799861619015
legally,0.0038298999308095075
legs,0.0038298999308095075
length,0.0038298999308095075
less,0.011489699792428523
lesser,0.0038298999308095075
let,0.007659799861619015
levelingoff,0.0038298999308095075
levitation,0.011489699792428523
levitator,0.0038298999308095075
liability,0.011489699792428523
liable,0.0038298999308095075
liberallyhas,0.0038298999308095075
library,0.0038298999308095075
license,0.06510829882376162
licensed,0.0038298999308095075
licked,0.0038298999308095075
